label,age,education_num,capital_gain,capital_loss,hours_per_week,workclass,education,marital_status,occupation,relationship,race,gender,native_country
0,29,11,0,0,43,4,8,4,10,1,4,1,39
0,25,10,0,0,40,4,15,2,4,5,3,0,39
0,18,9,0,0,30,4,11,4,8,3,4,0,0
1,47,15,0,1902,60,4,14,2,10,5,4,0,16
1,50,13,0,0,55,1,9,0,4,1,4,1,39
0,47,9,0,0,60,5,11,0,4,1,4,1,39
1,43,10,0,0,40,4,15,2,13,0,4,1,39
0,46,3,0,0,40,4,4,2,7,0,4,1,26
0,35,11,0,0,40,4,8,2,8,0,4,1,33
0,41,9,0,0,48,4,11,2,1,0,4,1,39
0,30,9,5013,0,40,4,11,2,7,0,4,1,39
0,30,13,2407,0,40,4,9,2,12,0,4,1,39
0,32,4,0,0,40,0,5,3,0,1,4,1,0
0,48,9,0,0,40,4,11,2,14,0,4,1,39
1,42,16,0,0,45,4,10,2,10,0,4,1,39
0,29,10,0,0,58,4,15,0,13,1,4,1,39
0,36,9,0,0,40,4,11,2,3,0,4,1,39
0,28,10,0,0,40,4,15,0,1,1,4,0,39
1,53,9,0,0,40,4,11,2,1,5,4,0,39
1,49,10,0,0,50,5,15,2,4,0,4,1,39
0,25,10,0,0,40,0,15,4,0,3,4,1,39
0,19,10,0,0,32,4,15,4,10,3,4,1,39
0,31,13,0,0,40,4,9,5,12,3,2,0,39
1,29,13,0,0,70,6,9,2,12,0,4,1,39
0,23,10,0,0,40,4,15,4,7,1,4,1,39
0,79,10,0,0,20,4,15,2,10,2,4,1,39
0,27,9,0,0,40,4,11,4,8,3,4,1,26
0,40,12,0,0,40,4,7,2,1,0,4,1,39
0,67,6,0,0,2,0,0,2,0,0,4,1,39
0,18,7,0,0,22,4,1,4,8,3,4,0,39
0,31,4,0,0,40,2,5,2,5,0,4,1,39
0,18,9,0,0,30,4,11,4,12,1,4,1,39
0,52,13,0,0,40,4,9,2,8,0,4,1,5
0,46,9,0,0,40,4,11,2,8,5,4,0,39
0,59,9,0,0,48,4,11,2,12,0,4,1,39
1,44,9,14344,0,40,4,11,0,3,1,4,0,39
0,53,9,0,0,35,4,11,0,12,3,4,0,39
1,49,9,0,0,40,2,11,2,11,0,4,1,39
0,33,14,0,0,50,4,12,2,10,0,4,1,39
0,30,5,0,0,40,4,6,4,12,1,4,1,39
1,43,16,0,0,50,1,10,4,10,1,4,0,39
0,57,11,0,0,40,4,8,2,10,0,4,1,39
0,37,10,0,0,40,4,15,0,3,4,4,0,39
0,28,10,0,0,25,4,15,0,7,4,2,0,39
0,30,9,0,1573,35,4,11,2,12,5,1,0,0
1,34,13,0,0,40,2,9,2,11,0,4,1,39
0,29,10,0,0,50,2,15,4,6,1,4,1,39
1,48,16,0,1902,60,6,10,2,10,0,4,1,39
1,37,10,0,0,48,4,15,2,12,0,4,1,39
0,48,12,0,0,40,4,7,0,4,4,4,0,9
0,32,9,0,0,40,1,11,4,8,3,2,1,39
1,76,14,0,0,40,4,12,2,4,0,4,1,39
1,44,13,15024,0,60,4,9,2,4,0,4,1,39
0,47,14,0,0,50,6,12,4,10,1,4,0,39
0,20,10,0,0,40,4,15,4,13,3,4,0,39
0,29,9,0,0,40,4,11,4,3,1,4,1,39
1,32,9,7688,0,40,5,11,2,3,0,4,1,39
0,17,6,34095,0,32,0,0,4,0,3,4,0,39
0,30,7,0,0,40,4,1,4,6,3,4,1,39
0,31,9,0,0,40,2,11,4,1,1,4,0,39
0,42,9,0,0,40,4,11,2,6,0,4,1,39
0,24,13,0,0,40,4,9,4,12,2,4,1,39
1,38,15,0,0,40,4,14,2,10,0,4,1,39
1,56,9,0,1887,50,6,11,2,8,0,4,1,2
0,28,10,4064,0,25,4,15,2,12,5,4,0,39
0,36,9,0,0,40,4,11,4,7,3,4,0,39
0,53,5,0,0,50,4,6,2,6,0,4,1,39
0,56,10,0,0,50,5,15,2,12,0,4,1,39
1,49,11,0,0,40,2,8,2,3,0,2,1,39
0,55,10,0,0,56,4,15,2,12,0,4,1,39
0,22,9,0,0,41,4,11,4,3,1,4,1,39
0,21,10,0,0,40,4,15,4,8,3,4,0,39
0,40,13,0,0,60,4,9,2,4,0,4,1,39
0,30,13,0,0,40,4,9,4,4,3,2,1,11
1,29,13,0,0,50,7,9,2,10,0,4,1,39
0,19,10,0,0,35,4,15,4,8,3,2,1,39
1,47,13,0,0,40,4,9,2,4,5,4,0,39
0,20,10,0,1719,28,4,15,4,1,3,4,0,39
1,31,12,0,0,40,4,7,2,1,0,4,1,39
0,35,9,0,0,40,0,11,2,0,0,4,1,39
0,39,10,0,0,40,4,15,0,3,1,4,1,39
0,28,12,0,0,60,4,7,4,12,1,4,0,39
0,24,9,0,1762,40,4,11,4,8,1,4,0,39
0,38,9,4386,0,35,6,11,2,3,0,4,1,39
0,37,13,0,0,50,4,9,2,12,0,4,1,39
0,46,12,0,0,36,4,7,0,13,1,2,0,39
1,38,14,0,0,40,1,12,2,10,0,4,1,20
0,43,9,0,0,60,6,11,2,3,0,4,1,39
0,27,11,0,0,35,4,8,2,1,5,4,0,39
0,20,10,0,0,20,4,15,4,12,3,4,1,39
1,49,10,0,0,40,4,15,2,3,0,1,1,39
0,61,9,0,0,40,5,11,2,3,0,4,1,39
0,27,10,0,0,40,4,15,4,12,3,4,0,39
0,19,10,0,0,30,4,15,4,8,3,4,1,26
1,45,11,0,1564,40,4,8,4,10,1,4,0,39
0,70,10,0,0,40,4,15,4,13,2,4,1,39
0,31,9,0,0,30,4,11,4,14,4,2,0,39
0,22,10,0,0,24,4,15,2,8,0,4,1,39
0,36,9,0,0,24,4,11,6,8,4,4,0,39
0,64,7,0,2179,40,4,1,2,3,0,4,1,39
0,43,10,0,0,40,0,15,0,0,1,4,0,39
0,47,10,0,0,38,2,15,0,1,4,4,0,26
0,34,9,0,0,40,4,11,4,1,1,4,0,39
0,33,13,0,0,40,4,9,4,4,2,1,0,30
0,21,9,0,0,35,4,11,4,3,3,4,1,39
1,52,9,0,0,45,0,11,0,0,1,4,1,39
0,48,9,0,0,46,4,11,2,3,0,4,1,39
0,23,13,0,0,40,4,9,4,6,1,4,1,39
0,71,10,0,1816,2,6,15,5,12,4,2,1,39
0,29,9,0,0,60,4,11,0,3,1,4,1,39
0,42,13,0,0,50,4,9,5,8,2,2,1,39
0,68,2,0,0,20,0,3,0,0,1,4,0,39
0,25,9,0,0,40,4,11,4,8,4,4,0,39
0,44,14,0,0,40,5,12,0,4,4,1,0,39
0,28,9,0,0,40,4,11,4,4,1,1,0,9
1,45,14,0,0,40,6,12,2,12,0,4,1,39
0,36,10,0,0,40,4,15,0,8,4,4,0,26
0,39,12,0,0,42,1,7,4,4,1,4,1,39
0,46,14,0,0,40,7,12,6,11,4,4,1,39
0,18,7,0,0,16,4,1,4,6,3,4,1,39
0,66,11,0,0,20,2,8,6,10,1,4,0,39
0,27,9,0,1980,40,4,11,4,8,1,4,1,39
0,28,9,0,0,40,7,11,2,11,0,4,1,39
1,51,10,0,1977,40,4,15,2,12,0,4,1,39
0,27,13,0,0,50,4,9,4,3,1,4,1,39
1,28,13,0,0,40,7,9,2,10,0,4,1,39
0,27,9,0,0,25,4,11,3,12,4,4,0,39
0,21,9,0,0,40,4,11,4,3,3,2,1,39
0,34,9,0,0,40,4,11,4,6,1,2,1,39
0,18,9,0,0,12,4,11,4,8,3,4,1,39
0,33,13,0,0,65,4,9,2,10,0,4,1,39
1,44,10,0,0,38,2,15,2,4,0,2,1,39
0,43,10,0,0,40,4,15,0,1,1,4,0,39
0,30,10,0,0,45,4,15,4,3,1,2,1,39
1,40,4,0,0,40,4,5,2,7,0,4,1,26
1,37,10,0,0,42,1,15,2,1,0,4,1,39
0,34,9,0,0,40,4,11,2,1,0,2,1,39
0,41,13,0,0,40,6,9,0,4,1,4,0,39
0,53,13,0,0,50,0,9,0,0,1,4,0,39
0,31,14,0,0,50,4,12,2,10,5,4,0,39
1,58,16,0,0,1,7,10,2,10,0,4,1,39
0,38,10,0,0,28,4,15,0,7,1,2,0,39
0,24,10,0,0,40,4,15,2,7,0,4,1,39
0,41,13,0,0,40,2,9,2,3,0,2,1,39
0,47,10,0,0,45,4,15,2,13,0,4,1,39
0,41,13,0,0,24,1,9,2,13,0,4,1,39
0,23,3,0,0,40,4,4,2,14,2,4,1,26
0,36,10,0,0,40,4,15,0,3,1,4,1,39
1,40,14,14084,0,55,1,12,4,4,1,4,0,39
1,35,14,7298,0,40,4,12,2,10,2,4,1,39
0,24,9,0,0,40,6,11,4,12,1,4,1,39
0,26,14,0,1876,40,4,12,4,10,1,4,0,39
0,19,9,0,0,40,0,11,4,0,3,4,1,22
1,51,13,0,0,50,4,9,2,4,0,4,1,39
0,42,10,0,1340,40,2,15,4,10,1,4,0,39
0,37,9,0,0,35,7,11,0,1,4,4,0,39
0,18,7,0,0,40,4,1,4,12,3,4,0,39
1,36,13,7298,0,36,4,9,2,8,0,2,1,39
0,35,9,0,0,60,4,11,0,3,1,4,1,39
1,58,9,15024,0,35,5,11,2,12,5,4,0,39
0,17,7,0,0,12,4,1,4,12,3,4,0,39
0,44,9,0,0,40,2,11,2,14,0,2,1,39
1,37,9,0,0,40,4,11,2,3,0,4,1,39
0,35,10,0,0,40,4,15,4,12,1,0,0,39
0,60,9,0,0,40,4,11,2,3,0,1,1,39
1,54,4,0,0,40,5,5,2,7,0,4,1,39
1,37,13,0,0,60,4,9,4,4,1,2,1,39
0,50,12,0,0,40,4,7,0,12,1,4,0,39
0,38,13,0,0,50,4,9,2,12,0,4,1,31
0,45,13,0,0,55,4,9,2,10,0,4,1,39
0,25,6,0,0,40,4,0,4,3,1,4,1,39
0,31,10,0,0,40,4,15,2,6,0,4,1,39
0,64,2,0,0,40,0,3,0,0,1,4,1,39
0,90,9,0,2206,40,4,11,4,8,1,2,1,39
0,54,9,0,0,20,4,11,2,1,0,2,1,39
0,53,1,0,0,35,2,13,4,7,1,4,0,39
0,18,9,0,0,40,4,11,4,12,3,4,0,39
0,60,6,0,0,10,0,0,0,0,1,0,0,39
0,66,9,1409,0,50,6,11,2,5,0,4,1,39
0,75,11,0,0,20,4,8,6,1,1,4,0,4
0,65,9,0,0,40,4,11,0,1,1,4,0,39
0,35,7,3674,0,40,4,1,5,14,1,2,1,39
0,41,9,0,0,38,4,11,0,12,4,2,0,39
0,25,10,0,0,42,4,15,4,1,1,4,1,39
0,33,10,0,0,40,4,15,0,3,2,3,0,39
1,28,15,0,0,55,4,14,4,10,1,4,1,39
0,59,9,0,0,40,7,11,2,8,0,4,1,39
0,40,10,0,0,38,7,15,4,1,1,4,0,39
1,41,13,0,0,50,4,9,2,4,0,4,1,20
1,38,14,0,0,70,2,12,2,4,0,4,1,39
0,23,9,0,0,40,4,11,4,14,3,4,1,39
1,40,13,0,0,40,4,9,2,10,0,4,1,39
0,41,9,0,0,20,6,11,2,8,5,4,0,39
0,24,12,0,0,50,7,7,2,11,0,4,1,39
0,20,10,0,0,20,0,15,4,0,3,4,1,39
0,38,10,0,1741,40,4,15,0,3,1,4,1,39
0,56,9,0,0,35,4,11,2,1,0,4,1,0
1,58,9,0,0,45,4,11,2,1,0,4,1,39
0,32,9,0,0,34,4,11,4,8,1,4,0,39
1,40,12,0,1977,60,4,7,2,13,0,4,1,39
0,45,9,0,0,40,4,11,2,1,0,4,1,0
1,41,15,0,0,40,4,14,2,10,5,4,0,39
0,42,13,0,0,40,4,9,2,1,5,2,0,39
0,59,6,0,0,30,2,0,6,8,4,2,0,39
0,19,10,0,0,40,2,15,4,1,3,4,1,39
0,58,10,0,0,20,4,15,4,14,1,4,1,39
1,42,9,0,0,40,6,11,2,5,0,1,1,1
0,20,9,0,0,40,4,11,4,8,3,4,0,39
0,32,9,0,0,30,4,11,5,8,1,4,0,39
0,45,11,0,0,45,4,8,6,4,1,4,0,39
0,50,4,0,0,40,4,5,0,3,1,4,1,39
0,36,13,0,0,40,4,9,0,10,3,4,0,39
0,45,9,0,0,60,4,11,2,12,0,4,1,39
0,17,7,0,0,12,4,1,4,8,3,4,1,39
0,59,10,4064,0,40,4,15,2,12,0,4,1,39
0,26,7,0,0,40,4,1,2,3,0,4,1,39
1,37,10,0,0,75,5,15,2,4,0,1,1,37
0,19,10,0,0,24,0,15,4,0,3,4,1,2
1,64,9,0,0,40,4,11,2,4,0,4,1,39
0,33,13,0,0,45,4,9,4,10,1,4,0,39
1,33,9,0,0,40,4,11,2,3,5,4,0,39
1,61,9,0,0,40,4,11,2,4,0,4,1,39
0,17,5,1055,0,24,4,6,4,8,3,4,1,39
0,50,14,2407,0,98,6,12,2,5,0,4,1,39
0,27,14,0,0,35,2,12,4,10,3,4,1,39
0,30,9,0,0,40,4,11,0,10,3,4,0,39
0,43,9,0,0,40,4,11,2,6,0,2,1,39
1,44,10,7298,0,40,4,15,2,3,0,4,1,39
0,35,10,0,0,40,4,15,4,4,1,4,0,39
0,25,10,0,0,40,4,15,4,13,3,4,0,39
1,24,10,7298,0,48,4,15,2,7,5,4,0,39
0,22,13,0,0,15,4,9,4,10,1,4,0,11
1,42,10,5178,0,40,2,15,2,3,0,4,1,39
0,34,12,0,0,45,4,7,0,12,4,2,0,39
0,60,13,0,0,42,4,9,0,10,1,4,0,39
0,21,9,0,0,40,4,11,4,6,3,4,1,39
1,57,14,15024,0,40,1,12,2,12,0,4,1,39
1,41,15,0,0,60,4,14,2,10,0,4,1,39
0,50,10,0,0,45,4,15,0,8,1,4,1,39
0,25,13,0,0,40,4,9,4,4,1,4,0,39
0,50,4,0,0,40,4,5,2,3,0,4,1,7
0,36,13,0,0,45,4,9,2,10,0,4,1,39
0,31,9,0,0,40,4,11,0,10,1,4,0,39
0,29,13,0,0,56,2,9,4,11,1,4,1,39
0,21,10,0,0,45,4,15,4,12,3,4,1,39
0,27,13,0,0,40,4,9,4,13,4,2,0,39
0,65,9,0,0,16,4,11,2,14,0,4,1,39
0,37,13,0,0,60,5,9,0,12,1,4,0,39
0,39,14,3464,0,40,0,12,2,0,5,1,0,0
0,24,9,0,0,40,4,11,4,3,3,4,1,39
0,38,9,0,0,80,4,11,0,12,1,4,1,39
1,48,13,7688,0,40,4,9,2,1,0,4,1,39
0,21,10,0,0,25,4,15,4,8,1,1,0,39
1,31,9,0,0,45,4,11,2,14,0,4,1,39
1,55,9,4386,0,40,4,11,2,12,0,4,1,39
0,24,10,0,0,40,4,15,2,1,5,1,0,25
0,43,9,0,0,40,4,11,0,1,1,4,0,39
0,26,12,0,0,45,4,7,4,13,1,4,1,39
0,46,12,0,0,33,4,7,4,10,1,4,0,39
1,35,12,0,0,40,4,7,2,1,0,4,1,39
1,41,10,0,0,54,5,15,2,5,0,4,1,39
0,26,13,0,0,40,4,9,4,12,1,4,1,39
1,34,14,7298,0,35,4,12,2,4,0,1,1,36
0,19,10,0,0,25,0,15,4,0,3,2,0,39
1,36,13,0,0,40,6,9,0,10,1,2,0,39
0,22,10,0,0,15,4,15,4,12,3,4,1,39
0,24,10,0,0,40,4,15,4,7,1,4,1,39
0,77,10,0,0,40,6,15,2,12,0,4,1,39
0,22,3,0,0,40,4,4,2,7,2,4,0,26
0,29,10,0,0,40,4,15,4,13,1,4,0,39
0,62,9,0,0,24,4,11,6,8,1,4,0,39
0,39,9,0,0,40,6,11,2,4,0,4,1,39
0,43,10,0,1485,50,4,15,2,3,0,4,1,39
0,35,9,0,0,45,4,11,0,14,1,4,1,39
0,29,7,0,0,40,4,1,4,4,1,4,0,39
0,76,14,0,0,10,6,12,2,3,0,4,1,39
0,63,9,0,0,45,6,11,2,5,0,4,1,39
0,23,11,0,0,15,0,8,4,0,3,2,0,39
1,43,10,0,1887,50,4,15,2,10,5,4,0,39
0,58,9,0,0,40,6,11,2,6,0,4,1,39
0,66,9,2050,0,55,4,11,4,14,1,4,1,39
0,41,10,0,0,45,4,15,4,3,1,2,1,39
0,26,13,0,0,40,4,9,4,1,1,4,1,39
0,47,11,0,0,40,4,8,4,8,1,4,1,39
0,55,6,0,0,40,2,0,2,1,0,4,1,39
0,53,9,0,0,40,4,11,2,14,0,4,1,39
0,17,3,0,0,48,4,4,4,8,2,4,1,26
0,30,9,0,0,40,4,11,4,3,2,4,1,39
0,49,14,0,0,60,4,12,4,10,1,4,1,39
0,19,9,0,0,30,4,11,4,12,4,2,1,14
0,45,9,0,0,40,4,11,2,8,0,2,1,39
0,26,12,0,0,40,4,7,4,12,1,4,1,39
1,38,11,7298,0,40,4,8,2,3,0,4,1,39
1,36,9,7298,0,40,7,11,2,11,0,4,1,39
0,33,9,0,0,20,4,11,4,5,1,4,1,39
0,22,10,0,0,40,7,15,4,11,3,2,0,39
0,43,13,0,0,42,6,9,4,12,1,4,1,39
0,67,7,0,0,8,0,1,2,0,0,4,1,39
0,30,11,0,0,40,0,8,0,0,4,4,0,39
0,56,12,0,0,25,4,7,3,8,1,4,1,20
0,31,13,0,0,25,4,9,4,10,3,4,1,39
1,33,13,0,0,40,4,9,2,4,0,4,1,39
0,26,9,0,0,40,4,11,2,8,0,4,1,39
1,33,13,0,0,40,4,9,2,4,0,4,1,39
0,46,7,0,0,30,2,1,2,14,0,4,1,39
1,59,13,0,0,40,0,9,2,0,0,4,1,39
1,38,9,0,0,40,1,11,2,1,0,4,1,39
0,65,7,0,0,40,4,1,6,8,4,3,1,39
1,40,11,0,0,40,4,8,2,13,0,4,1,39
0,42,9,0,0,35,4,11,2,1,5,4,0,39
0,26,5,0,0,40,6,6,2,3,0,4,1,32
0,36,6,0,0,24,4,0,2,8,5,4,0,39
1,62,14,0,0,40,4,12,2,10,0,4,1,39
0,43,13,0,0,45,4,9,2,14,0,4,1,39
1,43,13,0,1564,45,4,9,0,4,1,4,1,39
0,22,9,0,0,55,4,11,3,12,1,4,1,39
0,28,9,0,0,40,4,11,2,3,0,4,1,39
0,56,10,0,0,45,6,15,2,12,0,4,1,39
0,22,12,0,0,15,4,7,4,12,1,4,0,39
1,57,13,0,0,45,4,9,0,4,1,4,0,39
0,39,9,0,0,40,4,11,0,12,4,4,0,39
0,26,10,0,0,15,1,15,4,1,4,4,0,39
0,17,7,0,0,10,4,1,4,8,3,4,1,39
1,40,11,0,0,38,7,8,2,7,0,4,1,39
0,45,9,0,0,40,4,11,2,7,0,2,1,39
0,44,9,0,0,40,4,11,4,3,1,2,1,39
0,20,10,0,0,10,2,15,4,1,3,4,0,39
0,33,9,0,0,40,4,11,2,3,5,4,0,39
0,23,10,0,0,40,4,15,4,12,1,4,1,39
0,46,14,0,0,30,6,12,0,4,1,4,1,39
0,38,9,0,0,50,4,11,2,12,0,4,1,39
0,54,9,0,0,40,4,11,0,14,1,4,1,39
0,46,3,0,2339,45,4,4,0,3,1,4,0,39
0,25,10,0,0,40,4,15,2,3,0,4,1,39
0,46,10,0,0,40,4,15,0,12,1,4,0,39
0,36,10,0,0,40,2,15,2,14,5,4,0,39
0,23,9,0,0,25,4,11,4,8,1,4,0,39
0,29,9,0,0,40,4,11,5,7,1,4,1,39
1,44,10,0,2415,6,4,15,2,1,5,4,0,39
0,19,10,0,0,16,4,15,4,1,3,4,0,39
0,19,9,0,0,40,4,11,4,8,2,4,0,39
1,35,9,0,0,40,4,11,2,8,5,4,0,39
0,27,13,0,0,50,4,9,4,3,1,4,1,39
0,46,12,0,0,40,6,7,5,3,1,4,1,39
1,34,13,7688,0,45,7,9,2,4,0,4,1,0
0,34,9,0,0,35,4,11,4,8,1,4,0,39
0,44,10,0,0,40,4,15,2,13,0,4,1,39
0,45,10,0,0,40,4,15,0,6,4,4,0,39
0,20,9,0,0,35,0,11,4,0,2,4,0,39
1,25,13,0,0,55,4,9,2,4,0,4,1,39
1,52,13,0,0,50,5,9,2,4,0,4,1,39
0,20,10,0,0,40,4,15,4,6,3,4,1,39
0,28,10,0,0,40,4,15,4,8,1,4,0,39
1,50,13,0,0,40,7,9,2,11,0,4,1,39
0,34,11,0,0,64,4,8,0,13,1,4,0,39
0,28,4,0,2179,40,4,5,2,6,0,3,1,33
1,41,14,0,1977,65,4,12,2,4,0,4,1,39
0,28,9,0,0,40,4,11,2,1,0,4,1,39
0,46,9,0,0,25,6,11,2,3,0,4,1,39
1,28,10,0,1887,40,0,15,2,0,5,4,0,39
0,32,10,0,0,50,4,15,2,4,0,4,1,39
0,41,10,0,0,24,2,15,0,8,1,2,0,39
0,24,9,0,0,40,4,11,4,6,4,2,0,39
0,33,10,0,0,40,4,15,0,4,4,4,0,39
1,46,16,15024,0,60,4,10,2,4,0,4,1,39
0,31,10,0,0,40,7,15,2,7,0,4,1,39
1,35,8,0,0,50,4,2,0,3,1,4,1,39
0,52,2,0,0,40,4,3,2,7,0,4,1,26
0,30,7,0,0,19,4,1,4,8,3,4,0,39
0,34,7,0,0,40,2,1,5,7,1,2,1,39
0,34,9,0,0,40,7,11,0,14,4,4,0,39
0,20,10,0,0,30,4,15,2,12,0,4,1,39
0,17,7,2176,0,18,4,1,4,6,3,4,1,39
1,32,13,0,0,40,7,9,2,4,5,4,0,39
0,29,9,0,0,40,4,11,0,5,1,4,1,39
0,33,6,0,0,35,4,0,4,3,4,4,0,39
0,25,9,0,0,60,4,11,2,14,0,4,1,39
0,36,14,0,1408,40,1,12,4,10,1,4,1,39
0,23,9,0,0,72,4,11,4,6,1,4,1,6
1,63,9,0,0,40,5,11,2,4,0,4,1,39
0,47,14,0,0,40,2,12,2,10,0,4,1,39
0,80,9,0,0,24,0,11,6,0,1,4,1,39
0,17,7,0,0,40,0,1,4,0,3,4,1,39
0,40,13,2174,0,40,6,9,3,10,1,4,0,39
1,30,12,0,0,25,4,7,2,8,5,4,0,39
0,27,10,0,1980,40,4,15,4,3,3,1,1,30
1,33,14,0,0,50,4,12,2,10,0,4,1,39
0,34,9,594,0,60,2,11,4,5,1,2,1,39
0,34,10,0,0,40,2,15,4,11,1,4,0,39
0,23,10,0,0,40,4,15,2,1,0,4,1,39
0,42,10,0,0,40,2,15,2,1,5,4,0,39
0,29,13,0,0,40,4,9,4,10,1,4,1,39
0,45,9,0,0,28,4,11,0,1,1,4,0,39
0,24,9,0,0,40,1,11,4,2,3,4,1,39
1,44,10,0,0,40,4,15,2,10,0,4,1,39
0,27,5,0,0,40,4,6,4,3,2,4,1,26
0,20,10,0,0,35,4,15,4,12,1,4,1,39
0,44,9,0,0,40,4,11,6,4,4,2,0,39
0,51,9,0,0,40,4,11,2,3,0,0,1,39
0,20,9,0,0,40,4,11,2,7,0,4,1,39
0,17,7,0,0,5,0,1,4,0,3,4,0,39
0,19,9,0,0,40,4,11,4,7,3,2,0,39
1,45,10,0,0,55,5,15,2,3,0,4,1,39
1,60,9,0,0,40,4,11,2,3,0,4,1,39
1,42,12,0,0,40,4,7,2,4,0,2,1,0
1,44,9,0,0,40,6,11,2,12,5,4,0,39
1,40,11,0,0,40,4,8,2,7,0,1,1,39
0,30,9,0,0,40,4,11,2,4,5,4,0,39
0,38,10,0,0,50,4,15,2,14,0,2,1,39
0,23,9,0,0,60,4,11,2,14,0,4,1,39
0,32,10,0,0,40,0,15,2,0,0,4,1,39
0,44,12,0,0,40,4,7,4,5,3,4,1,39
0,54,9,0,0,40,2,11,2,14,0,2,1,39
0,32,13,0,0,50,4,9,2,10,0,4,1,39
0,50,2,0,0,40,4,3,3,3,4,4,1,39
0,24,13,0,0,20,4,9,4,13,1,4,0,39
0,37,9,0,0,60,4,11,2,1,5,4,0,39
0,52,9,0,0,40,4,11,0,14,4,4,1,39
0,38,10,0,0,40,4,15,2,14,0,4,1,39
1,49,14,0,1977,45,4,12,2,4,0,4,1,39
1,30,13,0,0,16,4,9,2,13,5,4,0,39
1,60,10,0,0,40,4,15,4,10,4,4,1,39
0,22,10,0,0,40,0,15,4,0,3,4,1,39
0,35,9,0,0,40,4,11,4,3,1,4,1,39
0,30,9,0,0,60,4,11,4,14,1,4,1,39
0,67,11,0,0,24,4,8,0,8,1,4,0,39
0,46,13,0,0,40,4,9,4,3,1,4,0,39
0,17,5,0,0,6,4,6,4,8,1,4,1,39
0,22,10,0,0,30,4,15,4,6,3,4,1,39
0,27,6,0,0,40,4,0,4,8,1,4,1,39
0,23,9,0,0,35,4,11,4,8,4,4,0,39
0,33,12,0,0,45,4,7,2,3,0,4,1,32
0,43,10,0,0,20,6,15,2,3,0,4,1,39
0,28,13,0,0,20,7,9,4,10,1,4,1,39
0,41,9,0,0,40,4,11,3,3,4,4,0,39
0,52,8,594,0,40,0,2,4,0,2,2,1,39
0,25,10,0,0,20,4,15,3,1,3,2,0,39
0,63,2,0,0,35,0,3,2,0,0,4,1,39
0,59,9,0,0,45,2,11,2,14,0,4,1,39
0,45,13,0,0,40,2,9,0,10,4,4,0,39
1,38,13,15024,0,60,4,9,2,12,0,4,1,39
0,40,9,0,0,35,4,11,4,8,1,4,0,39
0,46,9,0,0,40,1,11,0,1,1,4,1,39
0,35,12,0,0,60,4,7,4,4,1,4,0,39
